Count,AirplaneID,Source,Destination,DepartureTime,ArrivalTime,RunningStatus,NumOfStops,Fare
2244,Boeing 747,VEDZ,VIBN,22:47,03:09,On Time,2,30945
2245,Airbus A320,VOKN,VIPT,19:52,18:04,Cancelled,1,35352
2246,Airbus A332,VAGO,VARP,05:22,20:41,On Time,3,26636
2247,Boeing 747,VILH,VICX,00:51,13:44,On Time,0,8839
2248,Embraer ERJ165,VOPN,VIBN,08:06,11:39,Delayed,0,6760
2249,Airbus A321,VAJM,VECC,08:38,18:03,Delayed,2,20216
2250,Boeing 787,VAOZ,VEGK,10:23,04:50,Cancelled,0,27269
2251,Boeing 707,VAND,VABO,13:28,03:46,Delayed,1,31256
2252,Boeing 707,VA1G,VEVZ,17:05,10:57,On Time,0,20839
2253,Embraer ERJ165,VIAL,VEPG,15:45,15:07,On Time,3,45895
2254,Embraer ERJ155,VIPK,VOHS,14:02,00:58,Delayed,2,23120
2255,Boeing 737,VOBL,VEMR,01:34,20:37,On Time,0,12037
2256,Airbus A321,VORY,VA1P,15:05,10:47,Delayed,1,35401
2257,Boeing 727,VOHS,VEDZ,23:29,00:42,Cancelled,0,47729
2258,Boeing 747,VIJO,VIAR,01:22,15:53,Delayed,2,7033
2259,Boeing 737,VOML,VASD,06:24,07:34,On Time,1,47275
2260,Boeing 747,VEMH,VAAK,03:58,04:10,On Time,0,31487
2261,Airbus A319,VEMR,VOBI,10:58,02:22,Cancelled,3,28775
2262,Boeing 737,VEDG,VILH,07:56,05:57,Cancelled,1,46372
2263,Airbus A321,VABP,VEVZ,11:10,10:32,On Time,1,41544
2264,Boeing 737,VEBG,VAPR,21:10,08:43,Cancelled,2,27486
2265,Embraer ERJ165,VAPR,VEPG,13:55,21:37,On Time,1,12555
2266,Airbus A321,VAAK,VAID,21:22,13:14,Cancelled,0,22914
2267,Airbus A332,VERC,VABJ,22:42,11:52,On Time,1,16183
2268,Boeing 707,VEMR,VOMD,18:22,10:41,On Time,0,13239
2269,Boeing 727,VOMY,VABO,10:12,13:01,On Time,1,10516
2270,Airbus A332,VARP,VAND,19:59,00:19,On Time,2,34452
2271,Airbus A319,VOTJ,VAAH,22:37,10:41,Cancelled,2,30510
2272,Airbus A321,VAAH,VAJM,17:29,02:14,Cancelled,0,36980
2273,Boeing 787,VICX,VEPG,17:29,18:06,On Time,1,20531
2274,Boeing 727,VIKO,VAID,02:18,09:26,Delayed,1,47159
2275,Boeing 707,VOHS,VO80,18:48,13:45,Delayed,3,30213
2276,Airbus A321,VO55,VOCP,12:24,06:57,On Time,0,47136
2277,Boeing 727,VAJM,VOMD,10:40,03:04,On Time,0,34941
2278,Boeing 747,VIAX,VIJO,03:17,02:35,On Time,0,7910
2279,Boeing 787,VIJO,VIAL,11:11,19:19,On Time,3,12125
2280,Airbus A332,VAND,VABO,05:22,22:14,On Time,0,39608
2281,Airbus A320,VEVZ,VEGK,16:38,01:09,On Time,0,7841
2282,Airbus A332,VOTP,VABB,00:58,19:20,On Time,0,22659
2283,Boeing 737,VEGK,VABP,19:03,16:33,On Time,1,40679
2284,Embraer ERJ155,VAAU,VISR,10:02,12:29,On Time,3,16431
2285,Airbus A319,VOMY,VICG,15:09,19:30,Delayed,0,16100
2286,Embraer ERJ155,VANP,VARK,13:54,19:23,Cancelled,2,7770
2287,Boeing 787,VEJT,VOMD,11:13,18:29,Cancelled,1,42015
2288,Embraer ERJ165,VOHS,VEBI,01:09,13:35,Delayed,2,43834
2289,Boeing 727,VIKG,VOTR,03:50,18:27,On Time,0,16359
2290,Embraer ERJ165,VAUD,VECC,01:55,17:16,On Time,1,5588
2291,Airbus A319,VOTR,VABI,15:41,15:37,On Time,0,8233
2292,Airbus A332,VOMY,VABI,22:43,08:11,Delayed,0,28964
2293,Embraer ERJ145,VEPG,VABP,00:57,09:51,Cancelled,1,10125
2294,Airbus A320,VO55,VIBN,03:31,05:25,Delayed,0,26689
2295,Embraer ERJ155,VOCB,VEKU,19:33,13:44,Delayed,1,44489
2296,Embraer ERJ155,VILH,VEMR,00:21,10:31,On Time,0,33146
2297,Boeing 737,VEGK,VIDN,14:41,12:11,On Time,1,25092
2298,Embraer ERJ155,VASD,VOTV,03:14,16:50,On Time,1,30398
2299,Airbus A320,VEAT,VORG,15:35,18:04,On Time,2,25531
2300,Airbus A332,VILH,VEKU,23:36,23:59,On Time,1,42713
2301,Boeing 787,VARK,VEAT,04:13,07:12,On Time,0,47664
2302,Boeing 727,VIJP,VOTV,06:02,18:04,On Time,1,12050
2303,Airbus A332,VILH,VA1P,17:02,09:42,On Time,2,10302
2304,Boeing 787,VOSM,VIBN,19:58,03:35,Cancelled,0,26941
2305,Embraer ERJ155,VABJ,VEKW,10:28,05:21,Delayed,1,21808
2306,Boeing 727,VAHB,VA1G,13:30,00:46,Cancelled,0,35842
2307,Boeing 707,VICG,VAID,10:41,00:24,On Time,3,22816
2308,Embraer ERJ155,VARK,VOPN,16:32,02:27,On Time,0,6122
2309,Embraer ERJ155,VILK,VA1P,20:09,10:58,Cancelled,0,16180
2310,Airbus A332,VECC,VELP,11:11,19:35,On Time,0,49297
2311,Airbus A320,VAPO,VA1G,06:09,02:13,On Time,3,25237
2312,Boeing 787,VIJU,VOTR,21:12,17:14,On Time,3,34544
2313,Embraer ERJ145,VOMY,VEDG,00:03,16:13,Cancelled,2,7444
2314,Boeing 707,VIPK,VORY,04:42,13:10,Cancelled,3,35784
2315,Embraer ERJ145,VASD,VAKE,00:08,12:44,Delayed,0,34142
2316,Embraer ERJ145,VOWA,VIJU,11:35,01:45,On Time,3,36715
2317,Airbus A319,VERC,VAKE,21:26,00:03,On Time,1,15346
2318,Boeing 707,VOTP,VOHS,18:21,09:58,On Time,1,40761
2319,Embraer ERJ155,VAKJ,VEMH,17:02,21:41,Cancelled,0,35746
2320,Boeing 707,VEPG,VAPR,17:07,19:51,On Time,3,28091
2321,Embraer ERJ145,VAAU,VEVZ,17:44,10:29,On Time,3,34057
2322,Embraer ERJ165,VECC,VAPO,15:54,11:48,On Time,1,30761
2323,Embraer ERJ145,VA1G,VOHS,08:43,16:08,Cancelled,0,18515
2324,Boeing 727,VICG,VOML,00:55,00:33,Cancelled,1,31632
2325,Airbus A332,VIJU,VIPT,10:44,18:35,On Time,1,21041
2326,Airbus A332,VAAK,VAOZ,22:39,18:25,Delayed,1,45633
2327,Airbus A320,VEJS,VECC,23:33,17:25,On Time,2,49434
2328,Embraer ERJ155,VAAH,VA1P,14:18,02:09,Delayed,1,13921
2329,Boeing 727,VEJS,VOPB,07:15,07:00,Delayed,0,23615
2330,Boeing 737,VORG,VOHS,23:02,02:49,On Time,0,21910
2331,Boeing 707,VAOZ,VOTP,14:52,09:23,On Time,0,41079
2332,Airbus A319,VEBD,VABI,19:04,17:59,On Time,1,48250
2333,Airbus A332,VICX,VOMD,16:00,05:41,On Time,0,16186
2334,Boeing 707,VECC,VIJU,14:19,15:39,On Time,0,8492
2335,Airbus A332,VIPT,VIGR,16:36,21:17,On Time,0,35327
2336,Embraer ERJ145,VEBG,VEAT,05:54,03:02,On Time,0,20047
2337,Airbus A321,VIGR,VABB,04:15,01:22,On Time,0,27562
2338,Boeing 787,VANP,VICX,08:23,04:30,On Time,3,14590
2339,Boeing 707,VERC,VICX,11:29,07:25,Cancelled,0,40870
2340,Boeing 707,VELR,VOHS,01:12,18:08,Delayed,0,9300
2341,Airbus A319,VABB,VEZO,23:42,13:08,On Time,2,12794
2342,Embraer ERJ155,VAKJ,VIJP,07:17,15:19,Delayed,1,36756
2343,Airbus A332,VAGO,VEJS,01:14,16:24,Cancelled,3,36172
2344,Airbus A332,VELR,VOPB,12:55,08:56,On Time,0,45596
2345,Boeing 737,VIGR,VIBN,06:12,18:48,On Time,0,34653
2346,Boeing 727,VAPO,VAUD,19:12,18:48,Delayed,2,22196
2347,Embraer ERJ145,VILH,VOCI,20:16,04:43,Delayed,1,15078
2348,Embraer ERJ145,VAKE,VILH,00:24,00:22,Delayed,1,25444
2349,Airbus A332,VOPC,VIBY,00:06,23:43,Delayed,1,22853
2350,Embraer ERJ145,VAID,VOKN,00:57,21:27,On Time,0,48457
2351,Boeing 737,VICG,VOTV,21:56,19:59,On Time,2,11388
2352,Boeing 787,VOMM,VA1G,23:19,17:20,Delayed,0,16407
2353,Boeing 727,VOWA,VOCB,21:11,14:14,Delayed,3,18334
2354,Boeing 707,VELR,VIKG,04:43,07:30,On Time,1,26740
2355,Embraer ERJ155,VAPO,VEBS,18:08,11:41,Cancelled,0,5913
2356,Airbus A332,VOPN,VEZO,07:08,19:07,On Time,0,23880
2357,Airbus A320,VIPK,VIBN,01:57,04:25,Delayed,0,17611
2358,Airbus A332,VEGK,VEGK,01:05,11:10,On Time,3,36443
2359,Boeing 737,VAJM,VAOZ,19:55,02:17,Delayed,0,7477
2360,Boeing 727,VOTJ,VOTJ,03:29,20:12,Cancelled,0,47857
2361,Airbus A320,VABJ,VOTP,09:50,09:34,On Time,0,40805
2362,Airbus A320,VEAT,VEGK,00:01,17:01,On Time,2,32825
2363,Boeing 737,VIKO,VAPR,01:31,08:44,On Time,2,11439
2364,Boeing 737,VOCI,VEKU,17:36,04:57,On Time,1,19615
2365,Boeing 747,VOTR,VABI,10:39,10:07,Delayed,0,49077
2366,Boeing 707,VEAT,VIDN,16:11,21:35,On Time,1,9459
2367,Airbus A321,VAKE,VOML,21:43,07:20,On Time,1,32268
2368,Boeing 747,VOCB,VOCP,12:02,02:21,On Time,0,11872
2369,Airbus A332,VIAR,VARK,18:36,03:13,Cancelled,0,19203
2370,Boeing 787,VELR,VANP,18:03,14:29,Cancelled,0,12801
2371,Embraer ERJ145,VOML,VOTJ,02:59,10:54,On Time,1,36465
2372,Boeing 727,VIAR,VIDN,16:18,06:01,Cancelled,0,8226
2373,Boeing 707,VOHY,VABB,17:17,21:57,On Time,0,40365
2374,Airbus A321,VAKE,VOCL,04:52,07:14,Delayed,1,32157
2375,Boeing 727,VOTP,VAPR,10:57,22:49,On Time,3,11887
2376,Airbus A332,VIDP,VILH,00:41,23:25,On Time,0,16464
2377,Airbus A321,VABB,VEDG,10:30,18:04,On Time,0,43366
2378,Embraer ERJ165,VOMD,VAND,01:45,12:18,Cancelled,0,31312
2379,Boeing 737,VAAH,VOHS,14:34,23:37,On Time,0,49074
2380,Airbus A332,VA1P,VAID,00:35,03:49,Cancelled,2,38797
2381,Airbus A332,VIAR,VOML,14:56,05:36,On Time,2,10919
2382,Embraer ERJ165,VELR,VEMN,12:27,02:16,On Time,1,30274
2383,Boeing 737,VAJM,VABV,05:20,15:04,Cancelled,2,17367
2384,Embraer ERJ145,VOCL,VOML,16:16,23:08,Cancelled,1,17659
2385,Airbus A321,VERC,VIAR,01:31,00:41,On Time,0,38393
2386,Embraer ERJ155,VEIM,VORY,09:51,16:01,On Time,1,27618
2387,Boeing 747,VEGK,VOHY,03:12,12:23,Cancelled,0,48318
2388,Boeing 727,VAAU,VAAH,23:10,04:30,On Time,3,19028
2389,Boeing 737,VAPR,VEJT,10:11,23:50,Delayed,1,44202
2390,Boeing 727,VIDP,VEGT,07:22,02:06,On Time,1,38304
2391,Embraer ERJ165,VICG,VOML,05:48,07:33,Delayed,0,46437
2392,Embraer ERJ155,VIJP,VABI,21:23,04:50,Delayed,0,30384
2393,Airbus A319,VEBG,VOPC,03:46,19:50,On Time,1,23831
2394,Boeing 787,VOML,VAAU,00:31,17:41,Delayed,2,23413
2395,Boeing 787,VEBG,VELP,06:12,20:43,On Time,1,11618
2396,Boeing 737,VOML,VIAX,13:44,02:36,On Time,0,13819
2397,Airbus A319,VAKE,VIDN,15:38,23:37,Cancelled,3,7224
2398,Boeing 747,VIAL,VIPT,12:23,06:26,On Time,1,9653
2399,Boeing 707,VEPT,VILH,04:42,22:17,On Time,1,35728
2400,Boeing 727,VEJS,VAPR,08:29,09:38,On Time,2,37037
2401,Airbus A320,VEZO,VIAX,03:15,08:51,Delayed,0,30220
2402,Airbus A320,VABP,VOBL,18:03,08:10,On Time,1,11188
2403,Boeing 707,VOMD,VIJU,07:44,01:24,Cancelled,0,10879
2404,Boeing 727,VEBD,VOML,23:19,16:19,On Time,0,5046
2405,Boeing 737,VIKG,VABI,02:32,14:49,Cancelled,0,41268
2406,Airbus A321,VILK,VIGR,06:14,07:40,On Time,0,24173
2407,Embraer ERJ155,VAND,VEJP,12:48,00:05,Delayed,0,31675
2408,Airbus A320,VEBG,VAOZ,14:15,00:20,On Time,0,47387
2409,Airbus A321,VAPR,VIKO,22:25,11:17,On Time,3,17236
2410,Embraer ERJ165,VOTP,VIJO,08:31,09:58,Delayed,1,9697
2411,Embraer ERJ165,VEDZ,VIPK,17:53,18:59,On Time,1,28914
2412,Embraer ERJ155,VAAK,VOHY,10:58,05:18,On Time,2,37483
2413,Airbus A319,VAAH,VIBK,22:27,23:33,On Time,2,30439
2414,Boeing 707,VEBS,VIAL,07:27,10:04,Cancelled,3,42872
2415,Embraer ERJ155,VERC,VARP,17:06,18:27,On Time,0,47266
2416,Embraer ERJ155,VOWA,VEMR,16:51,12:10,On Time,0,19105
2417,Airbus A320,VIBY,VOPB,14:56,09:43,On Time,0,41615
2418,Airbus A319,VOBI,VAOZ,05:08,12:01,On Time,0,30078
2419,Embraer ERJ165,VEDG,VAUD,03:50,05:35,Delayed,0,24688
2420,Boeing 727,VEJS,VOTJ,17:28,03:55,On Time,0,35447
2421,Embraer ERJ145,VOMY,VABI,19:39,12:10,On Time,1,5934
2422,Boeing 727,VASD,VEMN,12:16,16:41,On Time,1,41213
2423,Boeing 737,VEBI,VELR,01:13,07:50,On Time,0,32131
2424,Airbus A332,VOHS,VIPK,12:58,01:44,Delayed,2,24961
2425,Embraer ERJ165,VARP,VEBD,13:28,19:52,Cancelled,1,26318
2426,Airbus A319,VIGR,VABB,12:31,17:26,Cancelled,0,40438
2427,Boeing 747,VIPT,VIPT,03:26,00:41,On Time,0,49490
2428,Embraer ERJ145,VANP,VEAT,14:55,19:13,Delayed,1,49109
2429,Airbus A332,VIGR,VABP,04:18,23:57,Cancelled,2,8356
2430,Boeing 747,VOHY,VAAH,17:45,05:50,On Time,1,41835
2431,Airbus A332,VEBI,VELP,19:26,19:15,Cancelled,0,45392
2432,Airbus A319,VA1P,VEGT,20:29,03:35,On Time,0,26121
2433,Embraer ERJ165,VOBL,VIAL,02:58,20:43,On Time,3,12496
2434,Embraer ERJ155,VECC,VOCP,19:28,07:24,On Time,1,41656
2435,Airbus A332,VAID,VEGT,03:20,18:47,On Time,3,38092
2436,Boeing 727,VOHY,VEMN,03:04,13:16,On Time,3,21833
2437,Embraer ERJ145,VEKW,VEZO,15:34,14:11,On Time,1,31858
2438,Boeing 747,VOTP,VEJT,08:40,15:42,On Time,0,48078
2439,Airbus A332,VIKO,VARK,21:11,19:28,On Time,0,47935
2440,Embraer ERJ155,VEMR,VAKE,06:39,08:17,On Time,0,45049
2441,Embraer ERJ165,VILK,VEVZ,02:07,11:42,On Time,2,7801
2442,Airbus A319,VOPN,VEPG,14:33,23:51,Cancelled,0,24064
2443,Embraer ERJ145,VABP,VAAH,17:51,05:49,Cancelled,0,40340
2444,Airbus A321,VIDP,VARK,09:54,22:21,Cancelled,0,37012
2445,Airbus A332,VEMN,VEPT,06:50,18:24,Cancelled,0,43812
2446,Boeing 727,VIJO,VAOZ,17:01,01:37,On Time,1,25785
2447,Boeing 747,VOTP,VAJM,05:48,16:10,On Time,0,5385
2448,Airbus A332,VISR,VEBG,16:20,02:39,On Time,0,31122
2449,Boeing 707,VIAL,VIAL,10:50,18:09,On Time,1,48144
2450,Boeing 737,VOTV,VEGT,12:09,03:25,On Time,1,27228
2451,Embraer ERJ155,VIDP,VEPT,00:00,05:53,On Time,0,46745
2452,Airbus A321,VICG,VEAT,23:55,22:47,Cancelled,0,40941
2453,Embraer ERJ145,VOMD,VEAT,14:12,17:21,On Time,3,27136
2454,Boeing 737,VO80,VEKU,19:24,04:30,Cancelled,0,15522
2455,Boeing 747,VOCL,VECC,18:50,14:43,On Time,0,42471
2456,Boeing 737,VOCL,VIBY,14:37,13:10,Delayed,0,5858
2457,Boeing 747,VEZO,VOCI,02:39,10:59,Cancelled,0,29754
2458,Boeing 707,VAAU,VOPN,19:54,01:45,Cancelled,0,40057
2459,Boeing 787,VOTP,VAAH,08:28,10:36,Delayed,1,37202
2460,Airbus A332,VABB,VIKG,18:27,13:23,On Time,3,34201
2461,Airbus A321,VIJP,VAJM,20:59,14:40,On Time,1,43161
2462,Boeing 787,VASL,VEJT,14:35,03:13,On Time,3,26284
2463,Airbus A319,VEBD,VA1P,21:26,01:45,On Time,0,34846
2464,Airbus A332,VAAK,VAND,12:33,04:40,On Time,0,23633
2465,Boeing 737,VEMH,VEPG,04:47,15:40,Delayed,3,44163
2466,Airbus A320,VICX,VIJU,07:59,21:37,Delayed,1,24402
2467,Embraer ERJ155,VEBI,VEBI,08:01,14:14,Delayed,1,12737
2468,Airbus A332,VOCB,VOPB,05:32,06:01,Delayed,1,49647
2469,Embraer ERJ145,VOCB,VO80,06:25,09:07,On Time,1,20290
2470,Airbus A321,VILH,VEMN,10:24,10:54,On Time,0,29416
2471,Boeing 707,VAUD,VIJP,01:30,05:57,On Time,3,37802
2472,Boeing 737,VIAL,VOMD,03:47,07:29,On Time,0,10103
2473,Embraer ERJ165,VABI,VICX,15:42,08:39,Delayed,1,38741
2474,Airbus A319,VIPT,VIJO,14:21,07:20,On Time,0,27528
2475,Boeing 707,VEMN,VIGR,21:27,18:25,On Time,2,33942
2476,Boeing 737,VORG,VOML,11:48,04:58,On Time,1,19069
2477,Airbus A319,VOTR,VEBG,05:01,13:16,On Time,0,45471
2478,Boeing 737,VOTV,VAAH,13:46,19:02,Cancelled,2,36878
2479,Boeing 707,VILK,VELR,04:14,04:41,On Time,2,25457
2480,Airbus A332,VELP,VEMH,11:32,15:27,On Time,1,8003
2481,Airbus A319,VOMM,VAOZ,20:46,01:23,Cancelled,0,15052
2482,Boeing 747,VEMN,VEPG,12:44,16:35,On Time,2,17040
2483,Boeing 747,VOKN,VEMN,19:54,20:22,On Time,0,39730
2484,Airbus A321,VARK,VOML,06:56,22:23,On Time,1,13262
2485,Airbus A332,VOKN,VIPT,12:48,03:56,Cancelled,1,47654
2486,Embraer ERJ165,VAPR,VEGT,23:43,10:38,On Time,0,42966
2487,Boeing 747,VIBN,VERC,21:44,17:32,On Time,2,27836
2488,Boeing 747,VABO,VEJT,21:20,04:51,Delayed,1,16776
2489,Airbus A332,VOTJ,VASD,17:19,10:38,On Time,1,5520
2490,Embraer ERJ145,VIDN,VEIM,07:16,17:57,On Time,0,26377
2491,Airbus A319,VAAH,VA1P,07:01,13:21,On Time,1,32974
2492,Embraer ERJ155,VABV,VOHY,04:03,05:54,Cancelled,1,17786
2493,Embraer ERJ155,VOTJ,VELP,15:36,04:50,Delayed,1,9797
2494,Boeing 727,VOBL,VEIM,12:15,04:30,On Time,3,28434
2495,Airbus A319,VAKE,VELP,01:37,16:47,On Time,2,26657
2496,Embraer ERJ165,VOTV,VAAK,20:47,16:17,Cancelled,0,21114
2497,Embraer ERJ155,VAUD,VIJU,23:37,03:16,On Time,0,24482
2498,Airbus A332,VEVZ,VOTP,13:07,20:40,Delayed,0,35928
2499,Embraer ERJ145,VEZO,VAUD,19:20,00:54,Cancelled,0,36891
2500,Boeing 747,VEMR,VOCP,06:29,16:04,On Time,3,20626
2501,Boeing 707,VIDN,VOMY,00:43,20:53,On Time,2,8676
2502,Boeing 727,VEMN,VEZO,00:56,14:09,On Time,3,14683
2503,Embraer ERJ155,VEJS,VEDZ,20:37,05:32,On Time,3,22194
2504,Airbus A319,VOPB,VERC,20:44,07:55,On Time,1,29557
2505,Airbus A321,VORY,VASD,00:41,06:48,On Time,1,15882
2506,Boeing 727,VICG,VICX,16:42,13:59,On Time,2,36609
2507,Airbus A321,VISR,VEKU,08:38,04:53,On Time,0,23477
2508,Boeing 787,VAGO,VEKU,01:57,15:56,Delayed,0,11313
2509,Boeing 727,VEGT,VIJP,08:56,04:18,Cancelled,0,8441
2510,Boeing 707,VOHS,VOTJ,01:31,02:02,Delayed,0,24686
2511,Boeing 787,VAUD,VASL,19:54,04:06,Cancelled,0,41051
2512,Boeing 737,VABJ,VERC,11:37,09:57,On Time,0,44123
2513,Embraer ERJ165,VAPR,VOHS,00:32,00:12,Cancelled,1,23650
2514,Boeing 787,VEIM,VOTV,03:14,02:16,Delayed,1,29383
2515,Airbus A320,VAAK,VEGT,17:19,07:09,On Time,2,34588
2516,Embraer ERJ155,VICG,VOHY,07:07,09:46,Cancelled,3,39407
2517,Boeing 787,VEJP,VEMR,03:13,08:30,On Time,0,33714
2518,Embraer ERJ155,VOML,VEMH,12:00,22:27,Delayed,2,20974
2519,Boeing 727,VOBL,VEIM,02:31,13:59,On Time,1,19735
2520,Embraer ERJ165,VOCL,VIAL,00:44,02:00,Cancelled,1,33603
2521,Embraer ERJ165,VABM,VIJO,12:02,18:38,On Time,1,33606
2522,Airbus A321,VAKJ,VIPK,08:59,12:05,On Time,1,6369
2523,Embraer ERJ155,VASD,VILH,17:28,19:48,Cancelled,0,44910
2524,Boeing 787,VEMN,VABP,11:11,06:06,On Time,2,41864
2525,Airbus A321,VOTJ,VEBD,10:05,06:12,Delayed,2,45762
2526,Airbus A319,VABV,VIBN,00:02,12:23,Cancelled,3,33106
2527,Airbus A319,VORG,VEGK,10:07,01:04,On Time,3,6841
2528,Airbus A320,VAJM,VOWA,21:32,12:47,On Time,1,11704
2529,Embraer ERJ165,VILH,VABP,04:38,01:28,On Time,3,35575
2530,Boeing 737,VARK,VEBD,04:36,19:59,On Time,1,25642
2531,Embraer ERJ155,VEMN,VAUD,18:34,20:45,On Time,0,14033
2532,Embraer ERJ155,VIJP,VABO,01:36,17:10,On Time,3,5447
2533,Embraer ERJ145,VAAU,VORG,20:12,07:31,On Time,0,40573
2534,Embraer ERJ155,VIBN,VAID,09:38,16:32,On Time,3,10771
2535,Airbus A321,VILH,VEDZ,10:22,12:09,Delayed,0,13936
2536,Embraer ERJ155,VEMR,VIAL,06:33,00:35,On Time,1,42242
2537,Airbus A320,VECC,VAPO,17:37,00:48,On Time,1,5934
2538,Embraer ERJ145,VIDN,VEBI,09:51,08:05,On Time,3,35010
2539,Airbus A321,VEBD,VOMD,23:42,12:37,On Time,1,40713
2540,Boeing 747,VORG,VEDG,02:00,07:37,On Time,3,27059
2541,Airbus A320,VOTP,VAND,01:05,17:38,Cancelled,1,38003
2542,Airbus A320,VEKW,VABM,14:14,01:37,On Time,0,20263
2543,Embraer ERJ155,VEZO,VEMN,04:59,23:49,Delayed,1,29400
2544,Embraer ERJ155,VOTR,VOCB,00:24,05:54,On Time,0,32885
2545,Boeing 707,VABM,VOBL,13:01,01:43,On Time,0,42788
2546,Embraer ERJ155,VIPK,VAOZ,05:15,22:15,Cancelled,1,40264
2547,Embraer ERJ165,VABI,VEMH,22:34,14:49,On Time,3,19162
2548,Boeing 747,VA1P,VOTV,10:39,19:22,On Time,0,29515
2549,Embraer ERJ155,VABB,VEJP,21:20,16:18,On Time,1,44393
2550,Airbus A332,VIPT,VABI,22:15,20:10,Cancelled,0,41419
2551,Boeing 707,VICG,VIDP,15:55,20:58,On Time,0,28238
2552,Boeing 727,VOKN,VOWA,03:39,22:41,Cancelled,0,28882
2553,Airbus A332,VIJU,VEJP,20:04,17:35,On Time,0,36123
2554,Boeing 747,VEKW,VOCP,20:00,04:05,Cancelled,0,17378
2555,Embraer ERJ165,VELP,VABI,05:22,14:01,On Time,0,30934
2556,Boeing 727,VAJM,VABV,15:16,16:46,On Time,0,28740
2557,Airbus A332,VEVZ,VABO,15:36,07:43,Delayed,1,37502
2558,Boeing 727,VOMY,VEMH,09:04,03:03,On Time,0,5792
2559,Airbus A319,VOPN,VIBY,10:17,09:40,On Time,0,9650
2560,Boeing 727,VO55,VAPR,07:11,07:02,Cancelled,0,9798
2561,Embraer ERJ165,VISR,VOML,16:33,14:56,On Time,2,9833
2562,Embraer ERJ145,VISR,VAAK,05:27,06:22,Delayed,2,28963
2563,Airbus A332,VEMH,VAHB,19:30,15:35,On Time,3,12843
2564,Airbus A319,VIPT,VORY,05:05,05:00,On Time,0,43863
2565,Boeing 747,VIPK,VEAT,11:13,23:34,On Time,3,18435
2566,Embraer ERJ155,VOCB,VECC,19:28,13:46,Cancelled,0,26229
2567,Embraer ERJ145,VAAH,VELR,12:08,21:49,On Time,2,22575
2568,Embraer ERJ145,VELP,VILH,01:00,11:20,On Time,1,24975
2569,Airbus A321,VOKN,VIKG,18:47,02:37,Delayed,0,18068
2570,Boeing 787,VELR,VEGT,13:08,11:49,Cancelled,0,48070
2571,Boeing 787,VIAR,VEJS,09:58,05:54,On Time,1,45291
2572,Airbus A319,VIDP,VARP,19:48,11:06,On Time,3,14425
2573,Embraer ERJ145,VAUD,VOHY,04:50,09:58,Cancelled,0,39101
2574,Boeing 727,VEPG,VO80,03:02,09:58,Cancelled,1,36766
2575,Airbus A320,VOCI,VAAH,18:19,22:53,On Time,1,36674
2576,Embraer ERJ165,VOTP,VARP,22:07,23:46,On Time,1,26701
2577,Boeing 727,VIBN,VICG,00:17,15:50,On Time,1,24555
2578,Embraer ERJ165,VABI,VEMN,08:27,06:38,On Time,0,13810
2579,Boeing 737,VOTV,VAKJ,07:24,05:01,On Time,0,46201
2580,Boeing 707,VOTV,VEKU,12:03,05:53,Delayed,0,35005
2581,Embraer ERJ165,VARK,VOBL,05:56,18:40,On Time,0,46845
2582,Boeing 747,VIKO,VOTP,20:05,10:25,On Time,0,10680
2583,Airbus A321,VEJT,VEAT,15:47,22:28,Cancelled,3,14132
2584,Boeing 787,VISR,VASD,05:34,09:28,On Time,1,19744
2585,Boeing 747,VICX,VOPN,01:28,20:10,On Time,0,24769
2586,Boeing 747,VEGK,VEJS,23:54,07:24,On Time,2,48598
2587,Boeing 737,VEZO,VOTJ,11:40,02:27,Cancelled,1,44209
2588,Boeing 747,VEKW,VEBS,23:04,04:23,On Time,2,28639
2589,Boeing 747,VAKE,VEIM,17:58,06:27,On Time,1,20500
2590,Boeing 707,VIPK,VOTP,12:19,19:10,On Time,1,43728
2591,Boeing 707,VEZO,VERC,10:09,22:58,On Time,2,41426
2592,Boeing 787,VAPR,VEMH,10:22,09:53,Cancelled,0,24698
2593,Airbus A332,VOBL,VILK,12:57,11:41,Delayed,1,5473
2594,Boeing 727,VORY,VEDZ,06:11,13:13,Delayed,0,42944
2595,Embraer ERJ165,VAAH,VABM,13:48,01:24,Cancelled,1,29628
2596,Boeing 707,VEBG,VO55,15:44,21:21,Cancelled,0,11266
2597,Embraer ERJ165,VOBI,VOMM,17:19,18:59,On Time,3,22322
2598,Airbus A320,VICX,VABV,02:38,02:56,Delayed,2,20906
2599,Boeing 727,VIBN,VEKW,04:46,09:04,Cancelled,2,5162
2600,Boeing 747,VAPO,VAPO,12:48,14:38,Delayed,1,21215
2601,Airbus A321,VAND,VIKG,09:56,17:04,Delayed,3,12984
2602,Embraer ERJ165,VIJU,VIAL,08:00,06:48,On Time,0,7252
2603,Airbus A320,VAAK,VEPG,05:37,13:49,Cancelled,0,8044
2604,Embraer ERJ155,VOPB,VORY,18:38,09:05,On Time,1,7908
2605,Boeing 787,VEDG,VEBG,14:36,19:16,On Time,3,24448
2606,Embraer ERJ165,VIAR,VECC,22:02,07:06,Delayed,0,14708
2607,Embraer ERJ165,VOMM,VEIM,19:30,20:08,Delayed,1,46678
2608,Airbus A319,VOTP,VAOZ,16:33,04:24,On Time,0,38969
2609,Airbus A319,VEPT,VAKE,01:24,01:16,On Time,0,35899
2610,Embraer ERJ145,VEKU,VOPN,18:46,04:18,Delayed,0,31597
